Station,DD,MM,YYYY,Rad,Tmin,Tmax,Hum,Wind,Rain,ETref,Wet
'260',04,08,1995,19180.0,15.0,23.9,1.630151,3.1,0.000,3.4,0.000
'260',05,08,1995,25040.0,11.7,27.1,1.494449,2.6,0.000,4.6,0.000
'260',06,08,1995,20900.0,16.5,26.6,2.035583,3.6,0.000,3.9,0.000
'260',07,08,1995,9580.0,15.2,20.6,1.449786,3.6,0.000,1.7,0.000
'260',08,08,1995,19550.0,14.2,23.0,1.473263,4.6,0.000,3.5,0.000
'260',09,08,1995,23360.0,12.1,25.5,1.418997,3.6,0.000,4.2,0.000
'260',10,08,1995,23780.0,11.6,29.1,1.267186,3.1,0.000,4.4,0.000
'260',11,08,1995,23070.0,14.6,31.2,1.303138,3.1,0.000,4.4,0.000
'260',12,08,1995,21780.0,15.0,31.2,1.525692,2.6,0.000,4.2,0.000
'260',13,08,1995,12680.0,13.7,24.7,1.709518,3.1,0.000,2.3,0.000
'260',14,08,1995,14480.0,11.4,22.3,1.414497,2.6,0.000,2.5,0.000
'260',15,08,1995,18250.0,9.2,24.3,1.417302,1.5,0.000,3.2,0.000
'260',16,08,1995,19380.0,11.8,25.7,1.336033,3.1,0.000,3.5,0.000
'260',17,08,1995,19580.0,16.5,27.5,1.718110,3.1,0.000,3.7,0.000
'260',18,08,1995,20440.0,15.0,29.6,1.557609,3.1,0.000,3.9,0.000
'260',19,08,1995,18760.0,15.8,31.6,1.501401,3.1,0.000,3.6,0.000
'260',20,08,1995,20080.0,16.8,28.1,1.735693,3.6,0.000,3.8,0.000
'260',21,08,1995,20270.0,14.8,26.4,1.857071,3.1,0.000,3.7,0.000
'260',22,08,1995,17340.0,16.6,30.7,1.872026,2.6,0.000,3.3,0.000
'260',23,08,1995,18420.0,16.4,29.2,1.925424,2.6,0.000,3.5,0.000
'260',24,08,1995,16530.0,15.4,23.7,1.584346,3.1,0.000,3.0,0.000
'260',25,08,1995,8980.0,16.1,23.2,1.924446,4.6,5.400,1.6,0.133
'260',26,08,1995,14250.0,14.0,21.0,1.421054,3.6,2.200,2.5,0.171
'260',27,08,1995,9560.0,9.7,18.3,1.232720,3.1,4.000,1.6,0.158
'260',28,08,1995,12770.0,10.0,18.9,1.262958,4.1,4.700,2.1,0.183
'260',29,08,1995,10720.0,10.3,17.9,1.181934,3.6,1.500,1.7,0.083
'260',30,08,1995,18130.0,10.1,19.0,1.126939,3.1,1.400,3.0,0.050
'260',31,08,1995,14040.0,11.0,18.7,1.195508,3.1,0.200,2.3,0.029
'260',01,09,1995,19470.0,9.8,20.5,1.232712,4.1,0.000,3.3,0.000
'260',02,09,1995,6620.0,13.3,19.8,1.433460,2.1,2.600,1.1,0.129
'260',03,09,1995,11400.0,10.8,19.2,1.281796,2.6,0.000,1.9,0.000
'260',04,09,1995,11460.0,10.4,18.9,1.332343,4.6,1.800,1.9,0.062
'260',05,09,1995,11500.0,11.4,19.7,1.424693,3.6,0.400,1.9,0.017
'260',06,09,1995,11480.0,10.6,20.5,1.332093,3.6,0.700,1.9,0.025
'260',07,09,1995,6730.0,13.0,20.1,1.530644,4.6,4.000,1.1,0.183
'260',08,09,1995,2470.0,14.6,17.3,1.620912,5.7,5.000,0.4,0.367
'260',09,09,1995,9020.0,14.1,19.8,1.444538,5.7,0.000,1.5,0.000
'260',10,09,1995,11530.0,13.0,22.2,1.556082,3.6,0.500,2.0,0.083
'260',11,09,1995,6820.0,12.5,21.4,1.571331,4.6,5.400,1.2,0.221
'260',12,09,1995,11920.0,9.2,20.6,1.334063,2.6,0.000,2.0,0.000
'260',13,09,1995,8300.0,9.3,19.8,1.313257,1.5,0.000,1.3,0.000
'260',14,09,1995,11130.0,9.6,19.3,1.235791,2.6,0.000,1.8,0.000
'260',15,09,1995,9650.0,10.5,19.4,1.423349,2.6,0.200,1.6,0.021
'260',16,09,1995,13380.0,9.8,20.1,1.346931,2.6,0.100,2.2,0.017
'260',17,09,1995,11090.0,12.0,20.5,1.422807,2.6,0.000,1.8,0.000
'260',18,09,1995,11590.0,10.7,23.2,1.390503,3.1,0.000,2.0,0.000
'260',19,09,1995,13820.0,12.5,21.3,1.424962,4.6,0.000,2.3,0.000
'260',20,09,1995,9050.0,9.1,17.3,1.130885,4.1,0.100,1.4,0.017
'260',21,09,1995,7550.0,8.5,17.6,1.359985,2.1,1.300,1.2,0.025
'260',22,09,1995,5790.0,11.3,18.2,1.390641,2.1,0.000,0.9,0.000
'260',23,09,1995,5340.0,10.7,17.2,1.359668,1.5,0.800,0.9,0.054
'260',24,09,1995,8390.0,11.4,17.8,1.316040,4.6,6.300,1.3,0.275
'260',25,09,1995,11860.0,10.3,17.9,1.262259,3.6,0.000,1.9,0.000
'260',26,09,1995,1670.0,10.7,16.1,1.430254,5.1,24.400,0.3,0.575
'260',27,09,1995,6900.0,8.0,15.6,1.138983,3.6,20.100,1.1,0.537
'260',28,09,1995,7350.0,4.4,11.8,0.834769,3.1,9.700,1.0,0.258
'260',29,09,1995,8480.0,6.4,14.1,0.955319,3.6,6.100,1.2,0.154
'260',30,09,1995,5390.0,7.0,14.8,1.149081,2.1,6.300,0.8,0.150
'260',01,10,1995,3180.0,8.0,17.7,1.407296,3.6,4.600,0.5,0.217
'260',02,10,1995,10100.0,5.5,17.9,1.148971,3.1,0.000,1.6,0.000
'260',03,10,1995,5650.0,9.9,19.9,1.574275,3.1,1.900,0.9,0.079
'260',04,10,1995,9450.0,13.8,21.7,1.671617,4.6,4.100,1.6,0.062
'260',05,10,1995,6550.0,9.7,18.3,1.285302,3.6,0.500,1.1,0.054
'260',06,10,1995,10950.0,7.9,18.8,1.162078,4.1,0.000,1.8,0.000
'260',07,10,1995,4260.0,14.0,17.8,1.586198,3.6,2.200,0.7,0.058
'260',08,10,1995,11110.0,11.4,23.6,1.606181,2.6,0.000,1.9,0.000
'260',09,10,1995,10030.0,11.6,22.9,1.646407,2.1,0.000,1.7,0.000
'260',10,10,1995,7610.0,9.8,22.9,1.652985,1.5,0.000,1.3,0.000
'260',11,10,1995,4610.0,14.2,19.8,1.791268,2.1,0.000,0.8,0.000
'260',12,10,1995,6310.0,12.6,20.2,1.700143,2.1,0.000,1.1,0.000
'260',13,10,1995,3540.0,10.1,18.4,1.517610,1.5,0.000,0.6,0.000
'260',14,10,1995,9260.0,9.0,19.1,1.403208,2.1,0.000,1.5,0.000
'260',15,10,1995,7620.0,11.0,20.0,1.615052,2.1,0.000,1.3,0.000
'260',16,10,1995,4060.0,10.5,17.4,1.459628,1.5,0.000,0.6,0.000
'260',17,10,1995,5460.0,10.7,16.5,1.469340,4.1,0.400,0.9,0.062
'260',18,10,1995,5520.0,8.0,16.7,1.162557,2.6,0.000,0.9,0.000
'260',19,10,1995,5880.0,10.6,15.2,1.226781,4.1,0.000,0.9,0.000
'260',20,10,1995,2070.0,4.2,15.3,1.099123,3.1,0.600,0.3,0.046
'260',21,10,1995,5960.0,2.8,13.3,0.793579,1.5,0.000,0.8,0.000
'260',22,10,1995,9130.0,1.7,12.1,0.754751,2.6,0.000,1.2,0.000
'260',23,10,1995,8240.0,1.8,15.5,0.955355,3.1,0.000,1.2,0.000
'260',24,10,1995,8080.0,9.6,19.4,1.227819,5.1,0.000,1.3,0.000
'260',25,10,1995,6650.0,7.6,16.7,1.101810,5.1,1.200,1.1,0.025
'260',26,10,1995,3750.0,7.5,15.8,1.267185,3.6,1.400,0.6,0.054
'260',27,10,1995,1250.0,10.3,17.6,1.501935,3.6,1.400,0.2,0.154
'260',28,10,1995,6660.0,2.3,14.4,0.852641,1.5,0.000,0.9,0.000
'260',29,10,1995,7550.0,0.6,12.4,0.815792,2.1,0.000,1.0,0.000
'260',30,10,1995,7000.0,0.6,12.7,0.847703,1.5,0.000,0.9,0.000
'260',31,10,1995,6150.0,0.4,13.6,0.906285,2.1,1.900,0.8,0.046
'260',01,11,1995,1540.0,4.3,11.7,0.979071,2.1,1.200,0.2,0.088
'260',02,11,1995,5620.0,2.5,12.2,0.855950,2.6,0.200,0.8,0.054
'260',03,11,1995,4130.0,1.3,10.9,0.703249,4.6,1.800,0.6,0.200
'260',04,11,1995,6200.0,-3.4,6.2,0.479362,2.1,0.100,0.7,0.029
'260',05,11,1995,7180.0,-4.1,5.7,0.479613,1.5,0.000,0.8,0.000
'260',06,11,1995,5240.0,-3.8,6.8,0.581708,3.6,0.000,0.6,0.000
'260',07,11,1995,740.0,2.2,9.1,0.860693,1.5,1.100,0.1,0.121
'260',08,11,1995,1950.0,5.7,13.6,1.127691,2.1,0.400,0.3,0.029
'260',09,11,1995,1210.0,9.0,12.5,1.240792,3.1,0.000,0.2,0.000
'260',10,11,1995,2830.0,6.5,9.7,1.013526,3.1,0.100,0.4,0.021
'260',11,11,1995,4240.0,9.5,15.4,1.097388,3.6,0.100,0.6,0.021
'260',12,11,1995,5690.0,6.7,15.9,0.876247,4.6,0.000,0.9,0.000
'260',13,11,1995,4730.0,3.4,10.2,0.813663,3.1,0.000,0.6,0.000
'260',14,11,1995,2160.0,8.2,12.9,1.176135,3.6,0.500,0.3,0.092
'260',15,11,1995,1050.0,6.7,11.0,1.068297,4.1,2.500,0.2,0.196
'260',16,11,1995,1800.0,6.3,12.3,1.042423,4.6,4.000,0.3,0.129
'260',17,11,1995,2290.0,-0.3,6.5,0.690827,2.1,6.300,0.3,0.142
'260',18,11,1995,3430.0,-1.2,6.9,0.598136,3.1,2.000,0.4,0.104
'260',19,11,1995,2380.0,3.4,8.9,0.803901,3.6,16.400,0.3,0.363
'260',20,11,1995,5050.0,-0.7,9.4,0.644024,2.1,0.000,0.6,0.000
'260',21,11,1995,4590.0,-0.2,4.9,0.518131,4.6,0.000,0.5,0.000
'260',22,11,1995,1210.0,1.3,9.5,0.768940,3.1,0.500,0.2,0.088
'260',23,11,1995,3300.0,8.1,11.1,1.075242,4.1,0.000,0.5,0.000
'260',24,11,1995,1690.0,7.1,11.3,0.947765,5.1,0.000,0.2,0.000
'260',25,11,1995,3900.0,6.8,12.8,1.006432,4.6,0.000,0.6,0.000
'260',26,11,1995,2980.0,5.4,12.0,0.884993,4.1,0.000,0.4,0.000
'260',27,11,1995,2000.0,4.8,9.3,0.913547,3.1,0.000,0.3,0.000
'260',28,11,1995,3510.0,1.4,10.3,0.832838,1.5,0.000,0.5,0.000
'260',29,11,1995,990.0,3.0,6.2,0.829248,2.6,0.000,0.1,0.000
'260',30,11,1995,1120.0,1.4,4.9,0.710438,4.1,0.000,0.1,0.000
'260',01,12,1995,570.0,0.3,3.8,0.644457,4.1,0.000,0.1,0.000
'260',02,12,1995,650.0,0.4,4.2,0.710300,3.1,0.000,0.1,0.000
'260',03,12,1995,720.0,-1.1,3.3,0.622382,3.6,0.000,0.1,0.000
'260',04,12,1995,2010.0,-2.2,1.5,0.506340,5.1,0.000,0.2,0.000
'260',05,12,1995,3370.0,-3.8,-2.1,0.344255,6.2,0.000,0.3,0.000
'260',06,12,1995,2360.0,-5.2,-2.9,0.332472,5.1,0.000,0.2,0.000
'260',07,12,1995,2210.0,-4.5,-0.2,0.429690,3.1,0.000,0.2,0.000
'260',08,12,1995,3430.0,-5.9,1.2,0.477813,2.6,0.000,0.3,0.000
'260',09,12,1995,940.0,-2.3,0.8,0.545951,2.6,0.000,0.1,0.000
'260',10,12,1995,1030.0,-3.7,-1.1,0.514111,1.0,0.000,0.1,0.000
'260',11,12,1995,870.0,-4.6,3.5,0.605687,1.0,0.200,0.1,0.046
'260',12,12,1995,2650.0,1.3,4.4,0.691021,3.1,0.000,0.3,0.000
'260',13,12,1995,980.0,-2.5,2.2,0.565479,2.1,0.200,0.1,0.004
'260',14,12,1995,1890.0,-2.5,1.3,0.497217,6.2,0.000,0.2,0.000
'260',15,12,1995,1160.0,-3.5,0.6,0.440256,6.2,0.000,0.1,0.000
'260',16,12,1995,2930.0,-3.8,0.8,0.478892,5.1,0.000,0.3,0.000
'260',17,12,1995,1640.0,-3.5,0.1,0.515768,3.1,0.000,0.2,0.000
'260',18,12,1995,720.0,-1.6,1.6,0.614463,1.5,1.400,0.1,0.188
'260',19,12,1995,630.0,-0.2,2.5,0.666630,1.0,0.000,0.1,0.000
'260',20,12,1995,1040.0,-4.0,3.2,0.588367,2.1,10.500,0.1,0.333
'260',21,12,1995,990.0,-3.9,0.1,0.496484,3.1,0.400,0.1,0.125
'260',22,12,1995,250.0,0.1,11.5,0.931843,5.1,14.900,0.0,0.388
'260',23,12,1995,480.0,1.2,10.4,0.925920,3.6,2.900,0.1,0.188
'260',24,12,1995,3110.0,-5.6,1.7,0.463625,2.1,0.000,0.3,0.000
'260',25,12,1995,970.0,-6.5,3.1,0.500672,3.6,0.300,0.1,0.046
'260',26,12,1995,1480.0,-5.3,2.5,0.505669,2.6,0.500,0.2,0.054
'260',27,12,1995,5010.0,-9.8,-0.6,0.364397,1.0,0.000,0.4,0.000
'260',28,12,1995,4200.0,-11.5,-2.1,0.291805,1.5,0.000,0.3,0.000
'260',29,12,1995,3880.0,-12.5,-0.8,0.242942,3.1,0.000,0.3,0.000
'260',30,12,1995,2640.0,-8.7,-3.1,0.258909,5.1,0.000,0.2,0.000
'260',31,12,1995,760.0,-3.2,-1.1,0.450120,4.1,0.300,0.1,0.054
'260',01,01,1996,660.0,-2.2,-0.5,0.536623,3.1,0.200,0.1,0.025
'260',02,01,1996,2090.0,-3.9,-0.3,0.462417,2.6,0.000,0.2,0.000
'260',03,01,1996,3010.0,-3.5,0.8,0.471159,2.6,0.000,0.3,0.000
'260',04,01,1996,2480.0,-1.0,2.3,0.534897,4.6,0.000,0.3,0.000
'260',05,01,1996,3170.0,-2.3,1.5,0.378067,5.7,0.000,0.3,0.000
'260',06,01,1996,2620.0,-5.5,-0.8,0.339930,6.2,0.000,0.2,0.000
'260',07,01,1996,760.0,-0.8,8.0,0.722541,4.1,4.000,0.1,0.296
'260',08,01,1996,2010.0,1.8,7.9,0.837925,4.6,0.000,0.3,0.000
'260',09,01,1996,670.0,4.0,6.4,0.803734,5.7,2.400,0.1,0.142
'260',10,01,1996,760.0,3.6,7.0,0.871206,2.6,0.300,0.1,0.029
'260',11,01,1996,1600.0,3.3,9.3,0.875201,4.6,0.200,0.2,0.021
'260',12,01,1996,2850.0,7.5,10.1,0.988951,4.6,0.000,0.4,0.000
'260',13,01,1996,2600.0,6.3,10.1,0.972698,4.6,0.000,0.4,0.000
'260',14,01,1996,3250.0,1.4,11.1,0.810303,3.1,0.000,0.4,0.000
'260',15,01,1996,3510.0,0.6,7.1,0.737631,3.1,0.000,0.4,0.000
'260',16,01,1996,1760.0,-0.2,2.6,0.669244,2.6,0.000,0.2,0.000
'260',17,01,1996,1330.0,-0.5,1.8,0.642267,3.1,0.000,0.1,0.000
'260',18,01,1996,830.0,-2.0,-0.1,0.560826,3.1,0.000,0.1,0.000
'260',19,01,1996,640.0,-2.9,-0.8,0.517433,4.1,0.000,0.1,0.000
'260',20,01,1996,1050.0,-2.8,0.2,0.450495,6.7,0.000,0.1,0.000
'260',21,01,1996,2950.0,-1.6,-0.1,0.401097,6.2,0.000,0.3,0.000
'260',22,01,1996,4320.0,-3.8,2.1,0.401414,6.2,0.000,0.4,0.000
'260',23,01,1996,3910.0,-5.3,-1.5,0.327466,6.7,0.000,0.4,0.000
'260',24,01,1996,2980.0,-6.2,-1.5,0.312135,7.2,0.000,0.3,0.000
'260',25,01,1996,4610.0,-10.0,-6.2,0.175925,7.7,0.000,0.3,0.000
'260',26,01,1996,1330.0,-10.0,-8.0,0.208394,6.7,0.000,0.1,0.000
'260',27,01,1996,1910.0,-8.0,-3.5,0.303840,5.1,0.000,0.2,0.000
'260',28,01,1996,5730.0,-7.8,-0.9,0.280528,6.7,0.000,0.5,0.000
'260',29,01,1996,5240.0,-6.2,0.9,0.372550,6.2,0.000,0.5,0.000
'260',30,01,1996,5690.0,-5.3,2.1,0.381262,4.6,0.000,0.5,0.000
'260',31,01,1996,6300.0,-6.0,3.6,0.353608,4.1,0.000,0.6,0.000
'260',01,02,1996,6170.0,-5.9,3.4,0.313139,3.1,0.000,0.6,0.000
'260',02,02,1996,1610.0,-7.8,1.8,0.420553,1.5,0.000,0.2,0.000
'260',03,02,1996,2240.0,-2.2,0.3,0.483027,2.6,0.100,0.2,0.042
'260',04,02,1996,5760.0,-1.9,2.8,0.471689,2.1,0.000,0.6,0.000
'260',05,02,1996,4730.0,-4.1,2.6,0.415649,3.1,0.000,0.5,0.000
'260',06,02,1996,6940.0,-6.6,-0.2,0.321204,6.2,0.000,0.6,0.000
'260',07,02,1996,2100.0,-7.4,-3.0,0.269863,4.6,0.000,0.2,0.000
'260',08,02,1996,4680.0,-13.2,-4.9,0.211849,2.1,0.000,0.3,0.000
'260',09,02,1996,2800.0,-14.1,1.5,0.327193,3.6,0.000,0.2,0.000
'260',10,02,1996,2080.0,-0.4,5.7,0.649231,5.1,1.700,0.2,0.138
'260',11,02,1996,680.0,2.8,5.1,0.765092,5.1,8.200,0.1,0.354
'260',12,02,1996,1520.0,1.6,5.0,0.727597,5.1,18.900,0.2,0.483
'260',13,02,1996,800.0,0.3,2.0,0.626143,6.2,0.100,0.1,0.021
'260',14,02,1996,1090.0,-1.7,0.5,0.510434,4.6,0.000,0.1,0.000
'260',15,02,1996,3430.0,-2.3,2.5,0.546768,4.1,0.400,0.4,0.092
'260',16,02,1996,1840.0,2.5,8.4,0.762492,5.1,1.400,0.2,0.146
'260',17,02,1996,3430.0,3.5,7.1,0.737185,6.2,0.200,0.4,0.029
'260',18,02,1996,3290.0,2.2,7.1,0.707389,6.2,17.900,0.4,0.462
'260',19,02,1996,2450.0,-2.0,3.1,0.588048,5.1,5.500,0.3,0.350
'260',20,02,1996,2550.0,-4.6,-1.7,0.368446,8.2,0.000,0.2,0.000
'260',21,02,1996,10040.0,-6.5,-1.2,0.331322,4.6,0.000,0.9,0.000
'260',22,02,1996,7690.0,-6.4,2.5,0.410122,2.1,1.000,0.8,0.042
'260',23,02,1996,7610.0,-2.9,2.1,0.487995,4.1,0.000,0.8,0.000
'260',24,02,1996,2680.0,-0.5,5.6,0.661742,6.2,0.600,0.3,0.033
'260',25,02,1996,2340.0,5.3,9.9,0.865027,5.7,2.000,0.3,0.213
'260',26,02,1996,4110.0,-1.2,8.1,0.700974,3.1,4.200,0.5,0.258
'260',27,02,1996,7250.0,-1.1,9.4,0.659225,1.5,0.000,0.9,0.000
'260',28,02,1996,4260.0,-0.4,6.7,0.703907,3.6,0.600,0.5,0.083
'260',29,02,1996,7380.0,-0.8,7.8,0.653164,2.6,0.000,0.9,0.000
'260',01,03,1996,3890.0,-2.2,4.9,0.582069,3.1,0.100,0.5,0.012
'260',02,03,1996,6660.0,-2.7,4.7,0.515156,2.6,1.300,0.7,0.167
'260',03,03,1996,6570.0,-2.7,4.8,0.547122,2.1,0.300,0.7,0.071
'260',04,03,1996,2340.0,-3.6,4.5,0.638381,2.1,2.100,0.3,0.183
'260',05,03,1996,1930.0,1.3,4.2,0.698435,2.6,0.300,0.2,0.050
'260',06,03,1996,3630.0,2.3,7.0,0.746183,2.6,0.200,0.5,0.037
'260',07,03,1996,3600.0,1.2,5.8,0.629258,6.7,0.000,0.4,0.000
'260',08,03,1996,12040.0,-0.6,7.8,0.517768,6.7,0.000,1.4,0.000
'260',09,03,1996,12480.0,-0.8,8.2,0.505204,5.7,0.000,1.5,0.000
'260',10,03,1996,12960.0,-1.3,8.0,0.417834,4.6,0.000,1.5,0.000
'260',11,03,1996,9410.0,-4.1,3.0,0.389351,5.1,0.000,1.0,0.000
'260',12,03,1996,13230.0,-5.9,1.4,0.315277,5.1,0.000,1.3,0.000
'260',13,03,1996,12790.0,-5.3,2.9,0.339782,5.1,0.000,1.3,0.000
'260',14,03,1996,12620.0,-4.0,5.5,0.416597,6.7,0.000,1.4,0.000
'260',15,03,1996,9700.0,-0.4,7.9,0.503670,5.7,0.000,1.2,0.000
'260',16,03,1996,6940.0,-0.5,9.2,0.625683,4.6,0.000,0.8,0.000
'260',17,03,1996,3070.0,2.6,7.3,0.700211,2.1,0.000,0.4,0.000
'260',18,03,1996,5020.0,3.2,7.8,0.694139,2.6,0.000,0.6,0.000
'260',19,03,1996,3930.0,1.3,6.9,0.695236,1.5,0.000,0.5,0.000
'260',20,03,1996,12660.0,-1.8,13.3,0.634215,1.5,0.000,1.7,0.000
'260',21,03,1996,6780.0,2.1,12.2,0.874080,2.6,1.100,0.9,0.142
'260',22,03,1996,2960.0,6.1,9.0,0.987429,2.1,0.000,0.4,0.000
'260',23,03,1996,3160.0,6.3,11.0,1.074640,2.6,0.200,0.4,0.050
'260',24,03,1996,4630.0,3.8,7.5,0.831206,3.6,0.000,0.6,0.000
'260',25,03,1996,13910.0,3.0,12.6,0.798213,4.6,0.000,1.9,0.000
'260',26,03,1996,2930.0,-0.1,5.4,0.573603,5.1,0.000,0.3,0.000
'260',27,03,1996,17570.0,-2.3,7.2,0.437835,3.1,0.000,2.0,0.000
'260',28,03,1996,7510.0,-2.6,7.6,0.518763,4.1,1.900,0.9,0.121
'260',29,03,1996,10250.0,0.4,7.2,0.637011,3.6,1.000,1.2,0.046
'260',30,03,1996,12530.0,-1.5,7.4,0.533142,3.6,0.300,1.4,0.025
'260',31,03,1996,9470.0,-2.4,6.2,0.590027,2.1,2.000,1.1,0.146
'260',01,04,1996,19050.0,-5.2,5.9,0.397785,2.6,0.000,2.1,0.000
'260',02,04,1996,11790.0,-5.6,6.0,0.438277,2.6,0.200,1.3,0.017
'260',03,04,1996,16760.0,-1.8,8.1,0.467596,4.6,0.000,2.0,0.000
'260',04,04,1996,18490.0,-0.5,12.3,0.433739,5.1,0.000,2.4,0.000
'260',05,04,1996,17250.0,0.3,13.3,0.619408,5.1,0.000,2.3,0.000
'260',06,04,1996,7200.0,2.3,11.3,0.731304,3.1,0.000,1.0,0.000
'260',07,04,1996,12800.0,-0.3,13.4,0.736959,2.1,0.000,1.7,0.000
'260',08,04,1996,6480.0,0.5,10.4,0.666654,2.1,0.000,0.9,0.000
'260',09,04,1996,8550.0,0.0,14.9,0.810665,2.1,0.000,1.2,0.000
'260',10,04,1996,6420.0,8.2,14.4,1.109734,2.1,2.000,1.0,0.229
'260',11,04,1996,1620.0,2.9,9.9,0.876303,2.6,5.500,0.2,0.458
'260',12,04,1996,19520.0,-0.6,7.2,0.455922,5.1,0.000,2.3,0.000
'260',13,04,1996,18440.0,-1.8,11.2,0.541401,3.6,0.000,2.3,0.000
'260',14,04,1996,19830.0,0.0,13.0,0.583576,2.6,0.000,2.6,0.000
'260',15,04,1996,20870.0,-1.0,16.6,0.537002,2.1,0.000,3.0,0.000
'260',16,04,1996,20240.0,4.3,18.8,0.551123,3.1,0.000,3.1,0.000
'260',17,04,1996,17570.0,7.1,20.2,0.706016,4.1,0.000,2.8,0.000
'260',18,04,1996,14490.0,6.7,17.5,0.935979,4.1,0.000,2.2,0.000
'260',19,04,1996,17190.0,8.4,19.9,0.968720,3.1,0.000,2.8,0.000
'260',20,04,1996,16480.0,8.3,25.2,0.893413,3.1,0.000,2.8,0.000
'260',21,04,1996,22110.0,9.3,24.6,0.679984,3.6,0.000,3.9,0.000
'260',22,04,1996,16570.0,11.3,25.3,0.897349,3.6,0.000,3.0,0.000
'260',23,04,1996,10780.0,9.3,19.6,1.010819,5.7,0.100,1.8,0.025
'260',24,04,1996,13850.0,6.0,16.2,0.913511,4.1,0.300,2.1,0.033
'260',25,04,1996,18590.0,3.6,16.7,0.838151,3.6,0.000,2.8,0.000
'260',26,04,1996,16100.0,3.8,18.1,1.013658,3.1,0.000,2.5,0.000
'260',27,04,1996,17950.0,3.7,20.5,0.964860,1.5,0.000,2.8,0.000
'260',28,04,1996,18490.0,5.9,16.3,0.909110,4.1,0.000,2.8,0.000
'260',29,04,1996,14550.0,4.2,11.3,0.689969,2.1,0.000,2.0,0.000
'260',30,04,1996,17920.0,-0.3,14.7,0.658424,2.1,0.000,2.5,0.000
'260',01,05,1996,12140.0,6.0,17.6,0.840606,2.6,0.500,1.8,0.050
'260',02,05,1996,8580.0,7.2,14.7,1.079849,2.1,0.000,1.3,0.000
'260',03,05,1996,3500.0,7.0,9.8,1.047199,2.6,4.000,0.5,0.133
'260',04,05,1996,14270.0,4.1,11.4,0.721684,4.1,0.000,1.9,0.000
'260',05,05,1996,12830.0,0.1,11.0,0.616118,2.1,0.000,1.7,0.000
'260',06,05,1996,21480.0,-2.3,14.6,0.540433,3.1,0.000,2.9,0.000
'260',07,05,1996,24690.0,4.2,16.9,0.688871,6.2,0.000,3.6,0.000
'260',08,05,1996,19760.0,3.3,15.7,0.686055,5.7,0.000,2.8,0.000
'260',09,05,1996,20640.0,5.1,13.2,0.801812,5.7,0.000,3.0,0.000
'260',10,05,1996,6300.0,4.8,9.6,0.821023,3.1,0.300,0.8,0.083
'260',11,05,1996,5850.0,6.2,10.9,0.874169,2.1,0.000,0.8,0.000
'260',12,05,1996,5090.0,7.3,11.1,0.941049,3.1,0.000,0.7,0.000
'260',13,05,1996,6520.0,7.0,10.9,0.930777,3.1,0.000,0.9,0.000
'260',14,05,1996,7680.0,8.0,12.4,1.040525,3.6,0.000,1.1,0.000
'260',15,05,1996,11720.0,3.8,12.8,0.776896,4.1,0.000,1.7,0.000
'260',16,05,1996,19120.0,0.8,12.7,0.648485,4.1,2.300,2.6,0.167
'260',17,05,1996,6910.0,5.3,11.8,0.987669,3.1,2.400,1.0,0.042
'260',18,05,1996,8390.0,5.6,15.6,1.185740,3.1,0.000,1.3,0.000
'260',19,05,1996,15600.0,8.7,16.2,0.983536,3.6,0.000,2.5,0.000
'260',20,05,1996,24640.0,3.2,16.6,0.724342,2.6,0.000,3.7,0.000
'260',21,05,1996,19780.0,4.2,18.9,0.783623,2.1,4.500,3.0,0.100
'260',22,05,1996,11660.0,5.9,16.0,1.046179,4.1,2.500,1.8,0.163
'260',23,05,1996,9330.0,9.9,16.1,1.244257,5.1,4.000,1.5,0.275
'260',24,05,1996,9630.0,12.6,18.3,1.479387,5.7,4.800,1.6,0.242
'260',25,05,1996,9330.0,10.7,15.3,1.149825,3.1,11.600,1.5,0.325
'260',26,05,1996,17260.0,8.9,17.4,1.170618,4.6,0.700,2.7,0.083
'260',27,05,1996,5430.0,6.7,13.4,1.062326,4.6,4.300,0.8,0.179
'260',28,05,1996,24070.0,6.4,15.5,0.836823,3.1,0.000,3.6,0.000
'260',29,05,1996,15200.0,11.5,21.6,1.541506,4.6,0.000,2.6,0.000
'260',30,05,1996,22690.0,11.0,26.1,1.450977,3.1,0.000,4.1,0.000
'260',31,05,1996,24800.0,13.0,20.4,1.183333,4.6,0.000,4.3,0.000
'260',01,06,1996,22520.0,6.8,18.2,0.966636,4.1,0.000,3.6,0.000
'260',02,06,1996,24230.0,5.6,19.9,0.856889,2.1,2.100,3.9,0.062
'260',03,06,1996,26470.0,7.7,21.2,1.079422,2.1,0.000,4.4,0.000
'260',04,06,1996,17840.0,12.6,21.2,1.381409,3.1,0.000,3.0,0.000
'260',05,06,1996,27030.0,10.8,28.2,1.329556,3.1,0.000,5.0,0.000
'260',06,06,1996,26890.0,15.1,30.9,1.566091,2.6,0.000,5.2,0.000
'260',07,06,1996,25040.0,16.0,33.9,1.638960,2.6,0.000,5.0,0.000
'260',08,06,1996,14540.0,17.6,27.6,2.073905,2.6,6.000,2.7,0.096
'260',09,06,1996,7090.0,10.5,18.2,1.314137,2.6,0.000,1.2,0.000
'260',10,06,1996,22510.0,10.5,26.9,1.503255,2.6,0.000,4.1,0.000
'260',11,06,1996,27910.0,15.0,25.1,1.697147,3.1,2.400,5.1,0.033
'260',12,06,1996,23140.0,9.2,18.7,1.023779,4.1,0.000,3.9,0.000
